PRODUCT_NO,KPRM,CUST_LOC_NO,LTA,RI_TYPE,RI_NONRI,RI_TIME,MIN,SOH,MAX_QTY,TAR_SSL,SUP_SSL,QTY_PICK,QTY_SNR,UID_STATUS,ORDNO,ITMNO,REQ_DATE,PERID0,PERID1 ,PERID2 ,PERID3 ,PERID4 ,PERID5 ,PERID6 ,PERID7 ,PERID8 ,PERID9 ,PERID10 ,PERID11 ,PERID12 ,PERID13 ,PERID14 ,PERID15 ,PERID16 ,PERID17 ,PERID18 ,PERID19 ,PERID20 ,PERID21 ,PERID22 ,PERID23 ,PERID24 ,PERID25 ,PERID26 ,PERID27 ,PERID28 ,PERID29 ,PERID30 ,PERID31 ,PERID32 ,PERID33 ,PERID34 ,PERID35 ,PERID36 
Product,Key Figure,Customer Loc.,,Replenishment Indicator,,,Minimum Safety Stock,,,,,Shippable Qty,Quantity,Medium Field Label,Order Document Number,Item Number,RequDlvryD,03/16/2018 - 12/08/2020,12/09/2020 - 12/13/2020,12/14/2020 - 12/20/2020,12/21/2020 - 12/27/2020,12/28/2020 - 01/03/2021,01/04/2021 - 01/10/2021,01/11/2021 - 01/17/2021,01/18/2021 - 01/24/2021,01/25/2021 - 01/31/2021,02/01/2021 - 02/07/2021,02/08/2021 - 02/14/2021,02/15/2021 - 02/21/2021,02/22/2021 - 02/28/2021,03/01/2021 - 03/07/2021,03/08/2021 - 03/14/2021,03/15/2021 - 03/21/2021,03/22/2021 - 03/28/2021,03/29/2021 - 04/04/2021,04/05/2021 - 04/11/2021,04/12/2021 - 04/18/2021,04/19/2021 - 04/25/2021,04/26/2021 - 05/02/2021,05/03/2021 - 05/09/2021,05/10/2021 - 05/16/2021,05/17/2021 - 05/23/2021,05/24/2021 - 05/30/2021,5/31/2021,06/01/2021 - 06/30/2021,07/01/2021 - 07/31/2021,08/01/2021 - 08/31/2021,09/01/2021 - 09/30/2021,10/01/2021 - 10/31/2021,11/01/2021 - 11/30/2021,12/01/2021 - 12/31/2021,01/01/2022 - 12/31/2022,01/01/2023 - 12/31/2023,01/01/2024 - 12/31/2024
753387-1,Firm,2700,N,NA,NA,NA,0,0,0,0,0,4,0,,,,0,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20210305,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20210305,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20211008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20220107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20220318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20220708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20221007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20221229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20230929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20231031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20231130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00260/512,20231229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
753387-1,Planned,2700,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,5,12,
753387-1,Firm,2710,N,NA,NA,NA,0,0,0,0,0,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,4,,,2,,,,2,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00260/356,20210420,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00260/356,20210513,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00260/356,20210608,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00260/356,20220116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
753387-1,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,10,10,12
753387-3,Firm,2700,Y,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-3,Planned,2700,Y,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-3,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,S117214A,00270/342,20220227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
753387-3,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,16,16
753387-4,Firm,2700,N,NA,NA,NA,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-4,Planned,2700,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-5,Firm,2700,N,NA,NA,NA,0,0,0,0,0,18,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
,,,,,,,0,0,0,0,0,0,0,,HS5728730,20,20231231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
753387-5,Planned,2700,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-5,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753387-5,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755107-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755107-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755107-2,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755107-2,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755285-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,
,,,,,,,0,0,0,0,0,0,0,,11076230,40,20231231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
,,,,,,,0,0,0,0,0,0,0,,11076230,60,20220407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,11076230,70,20231231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
,,,,,,,0,0,0,0,0,0,0,,11076230,80,20231231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,
755285-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757231-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757231-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761932-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761932-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761932-2,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761932-2,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765411-6,Firm,2700,N,NA,NA,NA,0,0,0,0,0,12,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765411-6,Planned,2700,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765411-6,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765411-6,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766313-1,Firm,2701,N,NA,NA,NA,0,0,0,0,0,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766313-1,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766313-2,Firm,2701,N,NA,NA,NA,0,0,0,0,0,212,0,,,,0,,,,,,,,8,12,16,12,,5,,12,14,12,13,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210122,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210129,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210205,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210212,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210226,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210311,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210311,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210311,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210318,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210325,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210401,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210409,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210416,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210423,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210430,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210507,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210517,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210525,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210602,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210611,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210624,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210701,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210806,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20210924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20211229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220630,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20220930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20221207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20230908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20231002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20231010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20231030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20231107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,
,,,,,,,0,0,0,0,0,0,0,,H117214A,00310/1363,20231207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,
766313-2,Planned,2701,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,14,12,12,14,15,,13,14,,74,85,57,66,80,55,71,839,"1,087",774
766313-2,Firm,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766313-2,Planned,2710,N,NA,NA,NA,0,0,0,0,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,4,8
